,ds,yhat,yhat_lower,yhat_upper
92,2010-05-18,1107.6706072669424,700.6295123109271,1480.5212954651386
93,2010-05-19,1105.0642488778847,683.5184894185668,1496.2381244109495
94,2010-05-20,1106.8143174488175,712.0911177235877,1504.0227157808336
95,2010-05-21,1108.1606479165284,695.9468231918559,1488.1674127567496
96,2010-05-24,1115.2249046064007,687.3630108611103,1510.2486724386486
97,2010-05-25,1115.5357758368646,732.2384052186319,1508.8126280697675
98,2010-05-26,1113.8279464017783,710.8357443693546,1507.0285666746122
99,2010-05-27,1116.3482417329083,703.361877860009,1523.1680503238588
100,2010-05-28,1118.3211871112273,717.812256509455,1490.1202576958208
101,2010-06-01,1126.5502209173687,695.3100973869048,1533.0336499620998
102,2010-06-02,1124.6157623323325,738.3661211497941,1491.2031106357633
103,2010-06-03,1126.7348360440035,701.0163395016383,1531.7729280201759
104,2010-06-04,1128.1391982266653,720.0668479077383,1525.4042764993799
105,2010-06-07,1133.5237205336284,751.1801187832066,1502.328121872936
106,2010-06-08,1132.6929491773974,705.5053162740475,1513.920005415779
107,2010-06-09,1129.5867982480715,720.6339530492859,1525.714624339514
108,2010-06-10,1130.4818241231706,714.4985274696004,1562.4078928423628
109,2010-06-11,1130.637864307645,705.4159636258663,1531.075910164584
110,2010-06-14,1132.427496751764,699.1252683409386,1532.550223353047
111,2010-06-15,1130.547564994692,707.4078489404285,1542.9912083339996
112,2010-06-16,1126.5143429168845,710.8182885603042,1538.0539808793621
113,2010-06-17,1126.6302998913557,681.5164699507184,1531.7456216865837
114,2010-06-18,1126.1785730135584,700.2278285658634,1525.5572712765013
115,2010-06-21,1127.3548777650747,752.3858915244649,1546.9302635906506
116,2010-06-22,1125.7143520535722,745.777499343586,1521.081415367696
117,2010-06-23,1122.1513829759397,730.2877282711548,1564.0333412829136
118,2010-06-24,1122.9665116841825,746.1196387944942,1527.348867797028
119,2010-06-25,1123.4359686388557,691.9043000459756,1524.9905683825432
120,2010-06-28,1128.566148452788,734.3071042142682,1564.7884038719974
121,2010-06-29,1128.57056593523,726.9961001181476,1560.3119282218888
122,2010-06-30,1126.7711976093915,703.9019662422716,1531.405343882291
123,2010-07-01,1129.4367833274098,724.6579393793435,1499.0599427305056
124,2010-07-02,1131.8093462025922,718.5878239033807,1510.5216319653932
125,2010-07-06,1144.354945694964,739.5264423395323,1561.3772737990391
126,2010-07-07,1144.1758204669281,726.9629644799845,1555.3863093150637
127,2010-07-08,1148.3000760850582,763.1463647990271,1538.6285741270883
128,2010-07-09,1151.9396969011732,757.4531980257242,1590.342379573483
129,2010-07-12,1165.1393388768533,777.2848297819952,1555.9255425756437
130,2010-07-13,1167.1715814903782,770.9154510572871,1587.5567185504715
131,2010-07-14,1166.9927258971748,759.4970952728875,1568.3665196589363
132,2010-07-15,1170.8365789850336,789.8309014845066,1570.0291154994416
133,2010-07-16,1173.9186247096231,757.2075923819108,1592.839815573439
134,2010-07-19,1183.898275020174,779.5651192452501,1560.2741974740018
135,2010-07-20,1184.405130410696,804.0971853382881,1593.6677691683026
136,2010-07-21,1182.5178460573047,752.9831747595077,1579.4670622774345
137,2010-07-22,1184.501580329518,753.2768533912557,1585.9945501722311
138,2010-07-23,1185.605973178352,771.9906245456493,1591.3927601075886
139,2010-07-26,1189.3155014246686,767.0056367545977,1553.3924987051348
140,2010-07-27,1187.7459353801735,803.5671270080899,1602.304121500767
141,2010-07-28,1183.8509104947145,782.650910934772,1587.5049602186853
142,2010-07-29,1183.930388544241,755.488642411991,1585.1338329301389
143,2010-07-30,1183.2662401949194,768.6896380568807,1595.224190314532
144,2010-08-02,1182.7548906937782,757.4401089135811,1602.19375912175
145,2010-08-03,1180.2091665669625,784.6360578758217,1602.546027125003
146,2010-08-04,1175.5761537535352,784.6977038660146,1571.7652232809778
147,2010-08-05,1175.1618465413533,772.1880775086423,1578.0936391338041
148,2010-08-06,1174.2489226406058,781.0394073406013,1609.3263601297542
149,2010-08-09,1174.392902121087,772.0763926623817,1543.261477559005
150,2010-08-10,1172.4862047683391,763.6008900484564,1593.53134415634
151,2010-08-11,1168.6685743235012,792.8111776786112,1577.0647129705935
152,2010-08-12,1169.2202978876198,784.7395779226833,1565.9663847405857
153,2010-08-13,1169.39560230563,776.7690558199831,1588.7513727809428
154,2010-08-16,1173.2258563181283,757.139441644036,1575.567147602212
155,2010-08-17,1172.5804849470564,791.4672562710684,1565.911177729851
156,2010-08-18,1169.9869251094544,766.9693547856727,1549.3972367708968
157,2010-08-19,1171.6950562277784,777.698937538032,1592.5094733053631
158,2010-08-20,1172.9307431406075,802.6144319343656,1586.4182519650774
159,2010-08-23,1179.1246097508338,801.9010145023124,1574.519811557762
160,2010-08-24,1178.9313723109458,782.0044558005321,1585.738508682693
161,2010-08-25,1176.6002652498887,766.2366918161691,1577.1623663497567
162,2010-08-26,1178.3744104365528,793.5317550528925,1594.3719155691886
163,2010-08-27,1179.477255409614,784.1825401351688,1559.52941146353
164,2010-08-30,1184.1188461828292,794.2135586979491,1577.3383781950185
165,2010-08-31,1183.0565619719812,797.0683772426642,1597.7087114875744
166,2010-09-01,1179.7059394889422,789.8364709372846,1568.826817610243
167,2010-09-02,1180.3297939090896,768.4919283806042,1565.8852549992002
168,2010-09-03,1180.1736008926246,767.7404029715827,1571.1031572306824
169,2010-09-07,1178.1216554591374,773.2981213451191,1564.3233094024515
170,2010-09-08,1173.3427386856033,770.1922893198574,1574.8589710557533
171,2010-09-09,1172.580448322983,766.9952681060029,1594.187431109093
172,2010-09-10,1171.1035111980177,750.1840249460532,1568.3339045466405
173,2010-09-13,1168.192797754946,783.9982328833158,1583.4744332491023
174,2010-09-14,1164.8163658515027,745.3805533361646,1562.8750229879765
175,2010-09-15,1159.3168632057755,799.0555752650813,1577.7355145197928
176,2010-09-16,1157.9897376286297,756.3193117112838,1536.7067082220906
177,2010-09-17,1156.1086393220946,770.4176498671347,1585.9275541541767
178,2010-09-20,1152.9540106027553,758.3800572868721,1563.7539099128903
179,2010-09-21,1149.806756951266,772.3535821891887,1553.6910017407938
180,2010-09-22,1144.6793189284674,733.3489492756712,1568.414580177821
181,2010-09-23,1143.8566220897426,731.1360515139116,1568.493010136463
182,2010-09-24,1142.6001823917375,747.5389021136815,1546.6591837089256
183,2010-09-27,1141.903022182005,726.3575027589593,1535.5002697072475
184,2010-09-28,1139.7205442380234,745.0499292811479,1544.8862219947246
185,2010-09-29,1135.6060654473135,684.0401702462302,1544.6858447513814
186,2010-09-30,1135.8303373906733,749.2389010899831,1537.4929970033418
187,2010-10-01,1135.6415286213337,746.0657135387162,1524.690925499944
188,2010-10-04,1138.1552459005911,726.1292595478683,1540.5046541919646
189,2010-10-05,1137.0141724113275,711.4736330279126,1501.1762793846897
190,2010-10-06,1133.9148565610021,748.3448921110761,1543.1588391122593
191,2010-10-07,1135.1234736650676,745.28899164868,1536.6755596744358
192,2010-10-08,1135.8852716484303,713.5886905417783,1518.938678273272
193,2010-10-11,1141.0422639201324,754.4760969114482,1550.259329052948
194,2010-10-12,1140.7174867727372,748.4083071344662,1569.5323898579732
195,2010-10-13,1138.4071906689933,729.4328732627239,1541.4547041558071
196,2010-10-14,1140.3818418514104,770.0036634642455,1552.1502370192027
197,2010-10-15,1141.8914693395566,733.7585560251505,1548.2713579538092
198,2010-10-18,1149.2328645069074,756.2608662613902,1554.6934994784306
199,2010-10-19,1149.6323883324671,736.3378875512942,1582.4194111374973
200,2010-10-20,1148.051225778187,738.0140579527808,1532.2100039386949
201,2010-10-21,1150.762785038918,745.7665222686909,1515.9091839106075
202,2010-10-22,1153.019080583987,769.5213870324139,1543.393762068698
203,2010-10-25,1162.6623564545741,729.8380623956326,1555.0022858033317
204,2010-10-26,1163.844981906622,764.4059557316372,1572.3966873861202
205,2010-10-27,1163.0494141851862,751.0885553274146,1545.9726118595465
206,2010-10-28,1166.5440869986028,782.3384493090313,1552.8979382692498
207,2010-10-29,1169.5749989736169,784.4960524588274,1582.8581574951756
208,2010-11-01,1181.4180434749578,761.2279706946309,1577.1425913012336
209,2010-11-02,1183.2650011536869,787.0824790272841,1601.0707405612038
210,2010-11-03,1183.0845663504967,780.1946808298753,1583.592656382389
211,2010-11-04,1187.136178096212,771.8602651553665,1597.0936368642676
212,2010-11-05,1190.6570311019514,765.6575686378636,1567.7671902123805
213,2010-11-08,1203.4870670744717,831.7044401923238,1612.1608913885316
214,2010-11-09,1205.4788902397597,787.4373570565984,1602.8766867457555
215,2010-11-10,1205.3421551883785,804.286287513354,1637.0557975225106
216,2010-11-11,1209.3326516921713,811.8271632220385,1608.13630073474
217,2010-11-12,1212.685298056473,787.3234397333148,1605.06414512038
218,2010-11-15,1224.3675264335716,798.8214891034089,1622.6699684451924
219,2010-11-16,1225.7697468619333,834.5664725462358,1642.3837892796016
220,2010-11-17,1224.9473860893877,812.1571521506719,1614.486731283376
221,2010-11-18,1228.1628880155756,809.5911871392934,1646.3755962229125
222,2010-11-19,1230.6591495752198,821.6239842728239,1630.7439742451638
223,2010-11-22,1239.3808022691935,830.8866196336234,1640.5493809128118
224,2010-11-23,1239.7025870295297,813.5595291338477,1651.833986178889
225,2010-11-24,1237.7730980680665,845.0083665135205,1652.035740453203
226,2010-11-26,1241.2410728909422,816.8133613513004,1665.8324122652734
227,2010-11-29,1246.7099964469003,855.9245242666123,1650.1065518991531
228,2010-11-30,1246.0242925692219,819.6828469969968,1637.8447609384602
229,2010-12-01,1243.1428321156188,849.3487912981627,1655.6106568603952
230,2010-12-02,1244.349331345595,828.3916144042308,1642.5556047175996
231,2010-12-03,1244.9067181941805,847.5414530515667,1634.1783777265427
232,2010-12-06,1248.4069922926492,842.2945778823882,1655.7507620845677
233,2010-12-07,1247.2341664473931,828.6959475228327,1643.995046088278
234,2010-12-08,1243.9504686850769,849.7460414497865,1667.3607318101792
235,2010-12-09,1244.8373049316367,850.1634158597004,1687.6804491431699
236,2010-12-10,1245.1536725172725,838.146630491129,1629.4682476634089
237,2010-12-13,1248.3410869690877,863.4541118138778,1634.9976443732035
238,2010-12-14,1247.1736315267126,847.7636677298296,1639.6876607183601
239,2010-12-15,1243.933929672355,812.3636508823284,1648.024041798242
240,2010-12-16,1244.892491804337,861.8891021054773,1668.7331865092558
241,2010-12-17,1245.296958072803,840.8271250607147,1628.1852210637467
242,2010-12-20,1248.7316970722798,835.8310008770609,1641.1520510967343
243,2010-12-21,1247.6038997279945,832.1757054644927,1636.6292263300993
244,2010-12-22,1244.365449076282,833.2099824892769,1622.1647203292628
245,2010-12-23,1245.2781015306157,845.3885634182599,1661.1025271644844
246,2010-12-27,1248.3364170938964,827.12910044219,1628.2699877299963
247,2010-12-28,1246.8474962924063,840.0930398278108,1648.7362669416184
248,2010-12-29,1243.1815682016877,839.8289078986364,1678.894324828619
249,2010-12-30,1243.6039111151147,816.2594709950589,1616.522951146829
250,2010-12-31,1243.3602515335474,822.0371650577932,1638.9558337909648
251,2011-01-03,1244.2123726104942,858.027739555404,1635.1451093823446
252,2011-01-04,1242.0396271148156,838.9602542242717,1660.5212031133667
253,2011-01-05,1237.6870455472747,807.6528029948876,1666.1245382271366
254,2011-01-06,1237.4348180790932,861.7847645022571,1632.4583661113625
255,2011-01-07,1236.5443020518617,818.6322358123555,1660.6090016010724
256,2011-01-10,1235.7822044186962,839.4987915943847,1636.4323668753877
257,2011-01-11,1233.232278869635,798.4779029435147,1613.6848610492125
258,2011-01-12,1228.6071101281652,798.0773339052005,1667.2951043219095
259,2011-01-13,1228.1994669164174,832.5106738233012,1613.4869780627453
260,2011-01-14,1227.2815263147183,809.1040013453319,1617.1022656295854
261,2011-01-18,1225.2778200582359,830.6825428137381,1666.561159952449
262,2011-01-19,1221.3458257406796,810.497077470246,1630.5980539233508
263,2011-01-20,1221.7723195269061,806.6374775453409,1616.1841149828608
264,2011-01-21,1221.8214505982287,791.0048798731124,1621.364229150242
265,2011-01-24,1225.3945387459032,812.1449550743866,1607.702885302804
266,2011-01-25,1224.7521610080637,836.3911025865594,1626.9476892419316
267,2011-01-26,1222.2312072004863,802.339481652621,1622.1036188389305
268,2011-01-27,1224.0962298074776,812.3155404454922,1612.919564787897
269,2011-01-28,1225.5866826841495,832.6347876386808,1651.3303663288025
270,2011-01-31,1233.2411882721888,829.9603298399466,1636.6115503693763
271,2011-02-01,1233.7913217995213,826.0562639274639,1636.693526846013
272,2011-02-02,1232.3368013653715,835.4457106567733,1657.5391233775993
273,2011-02-03,1235.1188823329219,870.1857968512128,1642.1079918603907
274,2011-02-04,1237.3557319076817,801.01969770959,1654.6833109112847
275,2011-02-07,1246.0522969964084,814.1422319954331,1653.5052292183225
276,2011-02-08,1246.5090209554642,852.2451373943737,1633.9458888639049
277,2011-02-09,1244.7289693488037,846.7491693197325,1664.908884169638
278,2011-02-10,1246.95230953623,842.6766439004706,1643.5954084433574
279,2011-02-11,1248.400274972693,846.7197066292612,1667.7060014471163
280,2011-02-14,1253.4422246331908,861.5412765781036,1670.9958891818633
281,2011-02-15,1252.3023317969357,828.5279444818179,1644.376182533263
282,2011-02-16,1248.7711041303376,854.6883616341443,1647.9241330175926
283,2011-02-17,1249.114329492623,858.9851521654438,1630.811070159059
284,2011-02-18,1248.5814992749704,845.1421532324428,1652.6847870866184
285,2011-02-22,1244.182013025256,813.6061112416326,1633.6871636200283
286,2011-02-23,1238.645704956571,845.113857540168,1630.269430479567
287,2011-02-24,1237.0776568131039,811.4780401690986,1665.9431872299358
288,2011-02-25,1234.7583617913913,808.2591075185143,1650.7176536782279
289,2011-02-28,1229.2317403160148,831.3890627628109,1654.5688990776523
290,2011-03-01,1225.0006955168715,794.9294998408619,1606.462590306804
291,2011-03-02,1218.6798172396764,842.3160352661375,1620.4983556166299
292,2011-03-03,1216.5795010185514,805.5501775845391,1629.0935656412078
293,2011-03-04,1213.9881629024196,794.4409169065649,1613.3819664456032
294,2011-03-07,1209.2201808195944,783.9222524666808,1617.5010373209864
295,2011-03-08,1205.7496927445948,791.4605803353618,1621.2551682000078
296,2011-03-09,1200.4242317139872,781.4157897377905,1610.070861686954
297,2011-03-10,1199.537119440596,778.6266602555149,1591.2566708778031
298,2011-03-11,1198.3563914966464,776.4775100898974,1625.1683233027875
299,2011-03-14,1198.76059478091,773.5316805569792,1592.0245276954454
300,2011-03-15,1197.2363374478991,817.9803106574215,1580.2201394360222
301,2011-03-16,1193.919470595198,784.9459266079524,1592.0010573217817
302,2011-03-17,1195.0733981820806,782.8755240138667,1572.0047646400064
303,2011-03-18,1195.9365497740298,801.1911118858077,1630.96234733641
304,2011-03-21,1202.2088060087976,761.2591581418325,1612.79011999777
305,2011-03-22,1202.4675355897925,783.3859427541818,1572.5921527742344
306,2011-03-23,1200.8101220571755,821.5990600277802,1625.394298317267
307,2011-03-24,1203.4817602380951,788.4645123442122,1590.9423484051501
308,2011-03-25,1205.7056567481015,791.6780812704538,1594.2626655272607
309,2011-03-28,1215.0132406835064,811.2954870978334,1591.0601255711056
310,2011-03-29,1215.9155666992535,838.7135599477656,1618.3951062480783
311,2011-03-30,1214.7157184300358,779.5883432446091,1615.8801850443217
312,2011-03-31,1217.6620043521489,817.9650469503233,1618.856050447685
313,2011-04-01,1219.983285845765,800.5330721207547,1650.2498323911766
314,2011-04-04,1228.6080439038085,775.7678206698548,1609.3254427957195
315,2011-04-05,1228.995719276848,800.7703830428306,1619.9211616081952
316,2011-04-06,1227.1596912587636,805.7995318862469,1608.7239039692827
317,2011-04-07,1229.3625541178353,818.5929390488313,1599.349729973197
318,2011-04-08,1230.847722921188,829.4880904895205,1627.5654315762024
319,2011-04-11,1236.551495132478,836.3195162119094,1648.2364106662124
320,2011-04-12,1235.873400993163,836.3215588068311,1670.6945958211275
321,2011-04-13,1232.9464093530032,812.3735884817429,1639.1910748531636
322,2011-04-14,1234.0442354112902,803.565373752736,1622.4317955495176
323,2011-04-15,1234.4203836860627,824.6263467304432,1612.4605181076695
324,2011-04-18,1236.8585995508515,836.0688451482027,1651.5378844702968
325,2011-04-19,1235.1361454745272,801.3523745393729,1631.7520324569477
326,2011-04-20,1231.196618445221,812.2656689847279,1619.0317796440638
327,2011-04-21,1231.3185905646515,824.959516601173,1663.5603156050781
328,2011-04-25,1230.6805212860127,857.0825365793329,1650.4571385158197
329,2011-04-26,1228.2274963548866,799.6328705122917,1602.4075646539402
330,2011-04-27,1223.6185128042985,846.7606018037415,1632.7733124363901
331,2011-04-28,1223.1365302285599,831.7634492344122,1639.1540726443702
332,2011-04-29,1222.0441006302042,803.0576043058873,1610.0577636359753
333,2011-05-02,1220.83416080118,797.0110639535135,1647.3540476748694
334,2011-05-03,1218.178617509692,816.8123629204204,1620.6977641806002
335,2011-05-04,1213.4628750851182,799.0121609829159,1597.9988575059692
336,2011-05-05,1212.9746813685783,827.3127246587264,1624.6921057949737
337,2011-05-06,1211.9808602554776,827.1173913270627,1593.1961567977262
338,2011-05-09,1211.7261035477754,809.4860043012707,1652.6933134383453
339,2011-05-10,1209.613255835737,763.1069526184164,1671.873653872005
340,2011-05-11,1205.5510690119374,809.718543899606,1592.6282232786825
341,2011-05-12,1205.824000603389,798.2387723295811,1590.832932833881
342,2011-05-13,1205.6937036128334,800.8005876296824,1628.864414451392
343,2011-05-16,1208.5623738275965,807.6415474792274,1599.0940971749076
344,2011-05-17,1207.6310904456404,801.3534733304548,1618.2795729871375
345,2011-05-18,1204.7972925892154,792.8842883501221,1599.7353999717402
346,2011-05-19,1206.3288263662544,791.3119090996469,1598.8937302711088
347,2011-05-20,1207.4693165888477,822.3597747835495,1606.4229209279963
348,2011-05-23,1214.0283350648308,810.6522618852082,1614.7412965878625
349,2011-05-24,1214.2190655334632,811.8115574773602,1603.2262878441227
350,2011-05-25,1212.4197633009032,819.56006284053,1615.1588015700386
351,2011-05-26,1214.8792748459105,820.5662487294866,1599.2602241799043
352,2011-05-27,1216.823585077939,786.9800983706486,1621.938218165171
353,2011-05-31,1225.2663570409247,803.927574327102,1633.041296410059
354,2011-06-01,1223.4630961191292,852.8640385147565,1641.2810196495616
355,2011-06-02,1225.740314003765,814.1302774417388,1626.6886450491252
356,2011-06-03,1227.3265203306396,796.5296048569619,1611.7798686215358
357,2011-06-06,1233.3577465497026,832.7927163307345,1641.3741023769035
358,2011-06-07,1232.760268375895,817.0622208313044,1619.1327431236512
359,2011-06-08,1229.8874394622603,823.3283409549055,1649.9831856060757
360,2011-06-09,1231.0102410597,791.6536953584941,1637.41798658718
361,2011-06-10,1231.3829172174558,821.615083773544,1644.601063407014
362,2011-06-13,1233.7020079037352,802.492870683201,1642.8305575229222
363,2011-06-14,1231.9421737890293,806.1715089221963,1629.8295580182858
364,2011-06-15,1227.993958752525,812.6821293095663,1626.7859457055151
365,2011-06-16,1228.1566487125951,843.5651979393724,1630.4293888477434
366,2011-06-17,1227.7109586940496,826.3775439465257,1674.0813929611854
367,2011-06-20,1228.6497344341612,844.7243186721851,1626.948725750822
368,2011-06-21,1226.8455261587744,831.4489926097627,1642.3048476972724
369,2011-06-22,1223.0792840826737,809.4677284775859,1622.6210248635994
370,2011-06-23,1223.654501922339,830.189417476841,1642.674834423336
371,2011-06-24,1223.8512071150392,824.4552893967278,1607.045883951394
372,2011-06-27,1228.015155908371,810.4109605861048,1611.796292764338
373,2011-06-28,1227.667544298552,853.8225794892351,1642.7275070724593
374,2011-06-29,1225.5119559862974,802.2009711568411,1640.570970298675
375,2011-06-30,1227.823983070679,819.2337456562244,1646.8730146992461
376,2011-07-01,1229.8525558580598,821.3713973385303,1628.894891471335
377,2011-07-05,1241.2497472248915,857.7855770009918,1651.402539146984
378,2011-07-06,1240.8698307968593,845.8024243144608,1652.927679600404
379,2011-07-07,1244.8374497268894,860.8008338904116,1662.737190287219
380,2011-07-08,1248.3680254787123,844.0645167510003,1643.235841668968
381,2011-07-11,1261.546257345389,886.6572191906105,1684.7936868364286
382,2011-07-12,1263.674965167217,854.9925303385257,1656.2736209962388
383,2011-07-13,1263.6426595992882,872.1113374244203,1672.1098657496977
384,2011-07-14,1267.6806146905865,846.8302853132672,1665.0184754585212
385,2011-07-15,1271.0008437058646,861.2054665316015,1686.248311470808
386,2011-07-18,1281.9124344452255,876.7476890786094,1691.978682001634
387,2011-07-19,1282.783294551287,889.9735717604009,1655.6555103775083
388,2011-07-20,1281.2758674013803,880.5949970842482,1710.6440268711408
389,2011-07-21,1283.6483397007603,893.5450358637235,1665.2267918477116
390,2011-07-22,1285.1432677845858,891.2858397473082,1721.2215322827335
391,2011-07-25,1289.9658087822684,874.7009898720637,1689.6429708695555
392,2011-07-26,1288.7260906293457,883.7870919633118,1705.267602807963
393,2011-07-27,1285.1307436202412,881.8959732615749,1692.7003729913422
394,2011-07-28,1285.4749572314238,885.7275825828165,1686.8026220766835
395,2011-07-29,1285.0366241304444,866.3340877225517,1674.2139955248022
396,2011-08-01,1284.9427852440788,874.2896080321466,1686.6851256291707
397,2011-08-02,1282.44553156536,846.4800390127845,1676.2432202770792
398,2011-08-03,1277.8160346796606,843.7290400270393,1673.7217919337418
399,2011-08-04,1277.3619486166788,863.9729450393867,1711.310482002733
400,2011-08-05,1276.36849984395,888.2570278138112,1674.6394772762249
401,2011-08-08,1276.0637052311092,842.243531217281,1654.694788123669
402,2011-08-09,1273.9540420774006,856.4458009744951,1693.4439888324257
403,2011-08-10,1269.9158466212737,876.5808774011767,1679.315006043731
